Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Crémant d'Alsace Brut Cuvée Prestige,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Moët & Chandon Brut Impérial (magnum),36.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
badges creek,,Boissons,Boissons alcoolisées,Vins,,
Crémant de Luxembourg Brut,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins du Luxembourg
vin,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bulles,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Mâcon-Charnay 2015,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Mirin seasoning,,Boissons,Boissons alcoolisées,Vins,,
Viognier 2017,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Pinot Grigio Delle Venezie,43.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins italiens
Bourgogne Passetougrain,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Séguret,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Primitivo puglia,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge bio
Saint-Pourçain,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vendanges tardives Gewurztraminer 2013,48.0,Boissons,Boissons alcoolisées,Vins,Vins doux,Vins français
IMPASSIBLE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Languedoc
Vin d'Alsace Pinot Blanc 2011,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Pic Saint Loup - Bois Saint-Jean,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Languedoc
Côtes de Bourg 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Faugères 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Faugères
Rivesaltes Hors d'Âge Ambré,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Le clocher rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Languedoc
Lussac Saint-Emilion 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Balliani rosso,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Albaran 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Rosé Pamplemousse,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Chapelle Saint-Pierre,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Merlot Cabernet Sauvignon Pays d'Oc 2011 IGP Bio Cuvée des Jours Paisibles,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rosé 2012 Costières de Nîmes,47.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Frantelli bianco,,Boissons,Boissons alcoolisées,Vins,Vins aromatisés,
COTEAUX D'ARDÈCHE,37.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
château Virecourt conté,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge bio
Blanc Brut,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux
la fare les oliviers,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Méditerranée,,Boissons,Boissons alcoolisées,Vins,,
Chateau le grille vin rouge de chinon,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Prima Nature,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Prima Nature,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
saint-chinian-les combes noires,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
6ème sens,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Demi-sec,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux
saint amour domaine des billards,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
La croix Ferrand,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Brouilly,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge à 12°
Bourgogne Coulange la Vineuse - vieilles vignes,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Château de Reignac,,Boissons,Boissons alcoolisées,Vins,,
,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Alsace
Saint Émilien GrandCru 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chassagne-Montrachet Premier Cru Abbaye de Morgeot,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
secrets de chai,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chardonnay blanc 2009 cuvée Prestige,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chardonnay
Château de la Motte,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Saint-Amour,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Merlot rosé,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Colombard,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Samur champigny,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château Saint Didier parnac,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin de pays d'Oc Sauvignon 12 % Vol. I.G.P. - Bag-in-Box®,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Les fiefs de perio,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Nuance 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Arbois
"Premier Prix, Beaujolais, Vin Rouge, la bouteille de",33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Mousseux blanc brut Perle de Vigne,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Gewirztraminer,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin blanc AOC Bordeaux château Baron Fillon,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin château vieux- garrouilh,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rosé IGP Pays d'OC Merlot sans sulfites le Bosquet,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Vin rosé AOC Côtes de Provence L'Escaou,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
La Vie On Rose,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Grande Réserve Rosé Côte de Provence 2014,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Le 100 soufre,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Mercurey,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
AOP Ventoux rosé Château Blanc &quot;Histoire de famille&quot; 2013,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Château Teulon 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Réserve des Tamaris 2010 - Fitou,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Le Chevalier Gigandet 2010,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
"IGP Val de Loire, Chardonnay, cuvée prestige 2011",45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin de Pays du Comté Tolosan - Moelleux,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château LA BECADE - Listrac-Médoc 2004,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château La Martine 2012,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Monbazillac 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
N 153,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin blanc IGP d'Oc Sauvignon Le Bosquet,38.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
BOURGOGNECHATDONNAY,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rouge AOP Bordeaux Chateau Baron Fillon Bio,51.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
hhyb,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rouge IGP Pays d'Oc Merlot Le Bosquet,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
MAS DE MELLOT bio,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château GRAND BIGAROUX - Saint-Emilion 2006,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
IGP Sable de Camargue gris Saint Roman,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Saumur Grande Réserve 2012,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
"Expert Club, Fitou, vin rouge, la bouteille de 75",33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Mâcon-Villages,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Crémant d'Alsace brut,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Petit Chablis 2010,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Crémant d’alsace,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Crémant d'Alsace,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Cotes De Provence,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Cahors 2016 expert club,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côte du Tarn,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Tarn
Chateau Ferran Classique 2015,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Costières De Nîmes, Cuvée Des Manades, Vin Rosé",,Boissons,Boissons alcoolisées,Vins,,
AOC Beaujolais nouveau 2015 - Jean Foillard,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Côteaux du Layon 2014,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Layon
Crémant de Loire brut,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant de Loire
Touraine,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Touraine
Vigne de l'Enfant Jésus,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Vin de Savoie Gamay,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Nde de pomerol, grand vin Bordeaux Baron de Gravelines",34.0,Boissons,Boissons alcoolisées,Vins,Vins français,
"Anjou, Douceur Angevine 2003, Vin Rouge, La Bouteille De",,Boissons,Boissons alcoolisées,Vins,,
"Cotes de Provence Lou Roumanin, la bouteille de",42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Crémant d'Alsace,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Bordeaux ,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Ben M'Tir Gris,,Boissons,Boissons alcoolisées,Vins,Vins du Maroc,
Sauvignon,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Moulin à Vent des Hospices 2008,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Moulin à Vent - Nuit de la Saint-Jean,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Gaillac 2013,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Graves,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtes de Bourg,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bordeaux supérieur 2013,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Champagne Brut Premier Cru,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Cheverny Cuvée Royale 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cheverny
Coteaux Bourguignons 2014 AOP,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Montagne Saint-Emilion 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Domaine Auzias 2012 - Cité de Carcassonne,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
corbières boutenac,,Boissons,Boissons alcoolisées,Vins,,
Cornas Grand Classique,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Montbazillac,,Boissons,Boissons alcoolisées,Vins,Vins liquoreux,
Comté de Choisy Buzet 2002,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Laudamus 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Vin blanc Touraine,33.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
75CL Cahors Rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cahors
Muscadet Sèvre et Maine Cuvée Hellfest 2016,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Cabernet d’anjou,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Chardonnay vin blanc,33.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Ventoux Rouge Expert Club,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
Mots rose anti-crise,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
"Expert Club, Riesling, vin blanc, la bouteille de 75",,Boissons,Boissons alcoolisées,Vins,,
Petite Sirah 2013,,Boissons,Boissons alcoolisées,Vins,,
Languedoc,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Expert Club, Gaillac, vin rose, la bouteille de 75",,Boissons,Boissons alcoolisées,Vins,,
Beaujolais AOC 2013 Bio Domaine Paire,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Hospices de Beaune cuvée Suzanne et Raymond Beaune blanc 1er cru 2014,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Cotes de rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rosé de loire,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Pineau des charente,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Cabernet Sovignon Moelleux Pays d'oc,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Bordeaux superieur,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Moelleux,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Côtes de provence,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Vin,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
vin isatis,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Rubrato Irpinia Aglianico 2012,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
Vin doux naturel Rivesaltes vieilli 5 ans,39.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Cépage Cabernet Sauvignon Récolte 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Côte des roses,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Chinon 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Bourgogne 2008 - Pinot Noir,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
VDF RG VX Papes Merlot Sy,,Boissons,Boissons alcoolisées,Vins,,
Graves 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chablis,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Bourgogne Aligoté 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Cabernet sauvignon syrah,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Sable de camargue,57.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sable de Camargue
Champagne Pop Extra Dry,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Chardonnay-Colombard 2011,,Boissons,Boissons alcoolisées,Vins,Vins d'Afrique du Sud,
Duc de Pertignac Bordeaux 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Tandem Syrah du Maroc 2014,,Boissons,Boissons alcoolisées,Vins,,
Sylvaner Tradition,,Boissons,Boissons alcoolisées,Vins,,
Côtes du Rhône Rouge,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Chateau chavrignac,,Boissons,Boissons alcoolisées,Vins,,
Lambrusco emilia,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
Château Griotte 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Haut-Médoc,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bordeaux Supérieur,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chinon Tradition,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Côteaux d'Aix en Provence 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux d'Aix-en-Provence
Apremont Vin de Savoie 2016,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
El vino,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Beaujolais 2016,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Bordeaux Supérieur - 2017,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chateau de l'aumerade,,Boissons,Boissons alcoolisées,Vins,,
Collioure 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Corbières 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Vin rosé Large Malartic,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
La Chanterelle,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Beaujolais Villages 2017,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin blanc,,Boissons,Boissons alcoolisées,Vins,,
Pays d'Hérault Rouge,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Saint -Marc Ventoux,36.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Côtes du Ventoux
Tsarine,35.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Manadier,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Crozes Hermitage 2008,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
cairanne,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Comté tolosan,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Cuvee le soleiller,59.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge bio
Vin blanc cuisine,28.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
terre sauvage,,Boissons,Boissons alcoolisées,Vins,,
Vin rouge bio,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Leccioni Chianti 2016,,Boissons,Boissons alcoolisées,Vins,Vins italiens,Chianti
Il Vino dell' Amore,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins italiens
Aude Rouge,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Bourgueil,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Cacqueyras,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Château Lafoux,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
côte de Provence,39.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Domaines Bunan - cuvée &quot;Bélouvé&quot; 2013,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Cuvée des 3 Messes Basses,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
"Grand Marrenon Lubéron Rouge -,2013 Merken",44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Riesling Inspiration Terroirs,45.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Mâcon Solutré-Pouilly 2017,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Condrieu Le Rapillon 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Rosé Gris,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Bergerac,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bergerac
Vin rosé corse 2015,,Boissons,Boissons alcoolisées,Vins,,
Veuve Delattre,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
vin,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Forestière et Au Muscat de Rivesaltes,35.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Côte du Rhône,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
AOP Côtes du Rhône rouge 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Château La Rose de Palenne,,Boissons,Boissons alcoolisées,Vins,,
Juliénas,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Apremont - Vin De Savoie,,Boissons,Boissons alcoolisées,Vins,,
Chateau De Berne Magnum,,Boissons,Boissons alcoolisées,Vins,,
Chateau la maragne,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Sancerre,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sancerre
Monbazillac 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Sylvaner 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Montpeyroux Languedoc Cuvée Or,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
vin d'Alsace Weiber Riesling,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
L'ame du terroir crémant,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Tropical fruits fruity white,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin rosé Pino de Savoie,30.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
reserve du bailly,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Ventoux les Molieres,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
Champagne brut Bio,60.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
rosé,38.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
chardonnay,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux
Cellier des Dauphins,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin  blanc savoie 2016,,Boissons,Boissons alcoolisées,Vins,,
Vin de Savoie 2015 chevallier,,Boissons,Boissons alcoolisées,Vins,,
Lambrusco / dell'emilia,,Boissons,Boissons alcoolisées,Vins,Vins italiens,it:Lambrusco dell'emilia
Saint Joseph Rouge JL Col,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Cerise sur le Gâteau,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Beauvignac Pays d'Oc Viognier 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Champagne brut,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Malbec cahors,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin de Bourgogne,,Boissons,Boissons alcoolisées,Vins,,
Beaujolais Villages AOP rouge Le Repos des Graces,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
75CL Saint Emilion Grand Cru Rouge Ch?teau Trapaud 2009,,Boissons,Boissons alcoolisées,Vins,,
Vin blanc Pays d'OC IGP Chardonnay sans sulfites Le Bosquet,38.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
75CL Vin De Pays Du Vaucluse Rose 2017,,Boissons,Boissons alcoolisées,Vins,,
Abymes 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine du Tauch - Fitou,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin Belouson,30.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Bordeaux rosé AOP Famille Excellor,48.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
L'Allée de Chambert,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Fitou 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
The Stump Jump Vintage 2011 McLaren Vale,,Boissons,Boissons alcoolisées,Vins,,
vino ceresia,,Boissons,Boissons alcoolisées,Vins,,
Chateau haut plaisance,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne Veuve Pelletier Brut,28.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Côtes de Duras AOC 2012 Blanc Sec Bio BB de Berticot,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine de Jarras - Gris de gris,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Sable de Camargue IGP 2011 Bio Domaine de la Félicité,61.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Pont du Rhône 2014,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Pisse-Dru 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Muscadet 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin blanc de cuisine,,Boissons,Boissons alcoolisées,Vins,,
Chateau LABADIE,,Boissons,Boissons alcoolisées,Vins,,
Grand Theatre Excellence 2005,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin italien,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
b.iO puntoio,,Boissons,Boissons alcoolisées,Vins,,
Pink Porto Rosé,44.0,Boissons,Boissons alcoolisées,Vins,Vins portugais,Vins rosés
Bordeaux Château Gravelines,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
domaine VIRANT Famille Cheylan,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Sparkling Jau,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Naturae,58.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Roc Saint Vincent,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Igp D'oc Rosé 12.5°,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
La Roche des Amours,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Château DUBORY 2010,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Naturalys,57.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château du GRAND SOUSSANS - Margaux 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vouvray demi-sec 2013,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray
Cuvée Les Pradots,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Crozes-Hermitage 2015 Grand Classique,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage
