Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
Cremant de Bourgogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
morgon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Morgon
Picpoul de pinet,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Picpoul de Pinet
Gewurztraminer vin blanc,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château moulin de la grangère,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Cotes de Gascone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
2020,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Côte du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Crémant du Jura Brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Cabernet d’Anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Vins,,Boissons,Boissons alcoolisées,Vins,,
Vin rouge Médoc,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Bordeaux élevé en fût de chêne A.O.C. - Bag-in-Box®,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Du vin,,Boissons,Boissons alcoolisées,Vins,,
Crémant de Bordeaux brut A.O.C,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin rouge VENTOUX 2019,,Boissons,Boissons alcoolisées,Vins,,
Vin rouge Fitou,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
canon fronsac,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne Brut Veuve Clicquot,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Pinot noir 2020,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Yvecourt  bordeaux 2015,,Boissons,Boissons alcoolisées,Vins,,
Vin de pêche de vigne,,Boissons,Boissons alcoolisées,Vins,,
Mcguigan Black Label Shiraz 75CL,,Boissons,Boissons alcoolisées,Vins,,
sauvignon blanc,,Boissons,Boissons alcoolisées,Vins,,
Domaine de la Faye,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Marquis de Maltert,,Boissons,Boissons alcoolisées,Vins,,
Château La Croix montlabert,,Boissons,Boissons alcoolisées,Vins,,
Cabernet d’anjou,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Rosé de Loire A.O.C. - Bag-in-Box®,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Prestige des Augustins 2015,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
PURE VIA,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Jurançon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Jurançon sec
Chirouble,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chiroubles
Vin alsace,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Rose côtes de Gascogne,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
No SO2 rosé,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Givry,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Picpoul de Pinet,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Picpoul de Pinet
Vin rosé bio,40.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Château Lescure. Grand vin de Bordeaux 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Saint Estephe,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Rosé,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
"Le Roupie côte de Gascogne, blanc sec",45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Cabernet d’anjou rosé,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Vino corte antica,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Les Hauts de la Jeannette,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Vin rose,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Chiroubles 2018 maison jambon,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chiroubles
Bordeaux supérieur,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de bordeaux,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Domaine Moulin d\'Eole,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Pont du Gard
Château Bouscaut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
cotes du rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
coteaux du layon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Layon
Vin de Pays du Var,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin rouge à 13°
Cotes de bergerac,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Bergerac
Côtes de Gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Rosé cabernet d'Anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Cotes de bergerac moelleux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Bergerac
Côtés de Bergerac,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Bergerac
Rosé pamplemousse ,,Boissons,Boissons alcoolisées,Vins,,
Macvin du Jura,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Grand vin de Bordeaux-Chateau de Lagarde,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Côtes des Provence,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Château La Fonvieille Côtes De Bergerac Moelleu. ..,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Chateau Roc de Perruchon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Rouge Merlot,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vun blanc commanderie de la bargemone,38.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Rose de loire,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Crement de Bourgogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Côte de Gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
La Cheateau Chinon 75CL,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
L'aurore En Gascogne 2013 Côtes De Gascogne x1,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Chinon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Chinon Rosé Domaine de la Semellerie,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
CHÂTEAU SAIT MARTIN DE LA GARRIGUE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Picpoul de Pinet
Vin cote du Rhones cellier des princes,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Côtes de Gascogne - 2020,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
ROUGE DOMAINE DE LA SEMELLERIE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Picpoul de Pinet,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Picpoul de Pinet
Vin chaud,,Boissons,Boissons alcoolisées,Vins,,
chinon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Bourgogne Hautes-Côtes de Nuits,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Vin blanc domaine bachellery 2014,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
CHINON rouge,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Graves - 2014,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin chassagne-montrachet 2015,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Cabernet d'Anjou,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Champagne brut,33.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Chateau beaulieu,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Champagne - Cuvée spéciale,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Pic saint Loup - 2017,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chinon Baudry Dutour vin,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Chinon
Cotes de gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Champagne Rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Rosé Château l'Esparron,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Rosé de Loire,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Rosé de loire,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Vin rosé - Bleu de Mer,34.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Côtes du Rhône Villages/ Plan de Dieu,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Roussette de Savoie - Altesse,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Domaine des Martin  cabernet d'anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Vin n.3 cote de gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Ile de Beauté,34.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Côte du rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Côté du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Saint estephe,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Saint chinian,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Chinian
"Le Grand Noir Cabernet-shiraz 75CL 13,5%",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Turançon - 2014,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,
vin la grange d'houlo,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Porte d'Orange 2018 Côtes du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rosée de Loire,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Rosé de Loire Val de Loire
Classic Côtés des gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
COTES DU RHONE VILLAGE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rosé Cotes de gascogne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
Cotes du rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vieille Vigne,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Grand Vin de Bordeaux 2018,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cote du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
La Châsse,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
côte du rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Côtes du Rhône Rouge Bio,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Grand père Jules,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Sancerre,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sancerre
Chateau de Portets,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
perdrix blanches,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Gris de beauté,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Hauts de perrière SANCERRE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sancerre
Vin Sancerre,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Sancerre
Cabernet d\'anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Vacqueyras,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vacqueyras
Vin d'Alsace,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
Quincy,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Quincy Val de Loire
Valréas 2018 Domaine de la Côte,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rosé de Loire,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Côtes du rhone,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Gros Plant Du Pays Nantais 11° -75cl,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Gros plant du Pays nantais
75CL Saumur Rouge La Jaleterie 2010,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Pessac-Léognan A.O.P.,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin de Savoie Mondeuse,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Clos Floridene grand vin de graves,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
"Grand vin de Bordeaux , Bordeaux ORIGAMI",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chateau de callac (graves),32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vouvray brut Cuvée Suprème de Jean Paul Couamais,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray
"Graves, cuvée Viaut Segues",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de Savoie JACQUERE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vin bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de Bordeaux - Les Hauts de Bellevue,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Chautagne - Vin de Savoie,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vouvray Domaine Du Clos Des Aumônes Brut,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vouvray
Graves,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
2021,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Vin de bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de savoie abymes,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vin de savoie,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vin de savoie - Les Abymes Vieille vignes,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Vin de Bordeaux chateau Bréjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Grand vin de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
vin de bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
GAMAY,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Les Demoiselles de Larrivet-Haut-Brion,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Terres d\'Exception bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de Savoie angerona,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin de Savoie
Bordeaux vin biologique,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cahteau rolland de By,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
GEWURZTRAMINER,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
GRAND VIN DE BORDEAUX,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Pessac-léognan,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Macvin du jura,32.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Vin Château Begadan 2009 grand vin de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
"Château Lapuyade, Jurancon",47.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin d'Alsace GEWURZTRAMINER,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace
CROZES HERMITAGE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage
Petites grappes sur Basalte AOC Côtes d'Auvergne rouge 2013,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,IGP Côtes d'Auvergne
Saint-Amour,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Amour
Vin de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin Macon Lugny 2015,34.0,Boissons,Boissons alcoolisées,Vins,Mâcon Lugny,
Rosé pamplemousse,42.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins rosés aromatisés
Beeferac sec 2019,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Pineau des Charentes,47.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
Délices de Lunès 2017,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Lirac Rouge Carabinier,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Côte de Provence,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Château Saint-Hilaire 2013,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Verre de vin rosé,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Vin côte du Rhône,51.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Portes des graves grand vin de bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cotes de provence,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Vin blanc cairanne,,Boissons,Boissons alcoolisées,Vins,,
Vin blanc Sauvignon,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin Blanc liquoreux Château Mazarin,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin blanc Fleur de Charlotte,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin Blanc Bourgogne Chardonnay,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Lussac Saint Emilion La Croix Saint-roc Rouge Bag-in-box 3L,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin de riz blanc,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
vinaigrre vin blanc estragon,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
vin blanc,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Chateau de manissy bio 2016,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
vin d'Espagne,,Boissons,Boissons alcoolisées,Vins,Vins espagnols,
Chatelaine stephanie,,Boissons,Boissons alcoolisées,Vins,Vins espagnols,
Lanson Gold Label Brut Milliesime 2008 Champagne 75cl,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin biodynamique sans sulfite,,Boissons,Boissons alcoolisées,Vins,,
Vin biorosé IGP des Cévennes,,Boissons,Boissons alcoolisées,Vins,,
Magnum De Champagne Piper Heidsieck Brut 150 CL (aoc),23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vain rouge,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pécharmant
,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,en:Côtes du Jura
Allégresse Gamay Cabernet,53.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Château de la Roche Guyon,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux supérieur,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Champagne Brut Rosé,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Corbieres,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Corbières
Champagne canzrd duchene,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Naturalys,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
LE GRAND AIR (VIN ROSÉ 2019),,Boissons,Boissons alcoolisées,Vins,,
Change BIB,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Jaja de Jau,36.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Gamla 2011,41.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Change BIB,63.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
château de jau,,Boissons,Boissons alcoolisées,Vins,,
Change BIB,61.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
